data,venda,estoque,preco,year,month,day,weekday,venda_7day_avg,category,store,region
2014-11-01,160,1077,1.49,2014,11,1,Saturday,94.14285714285714,Snacks,Store B,South
2014-11-02,131,946,1.49,2014,11,2,Sunday,97.0,Snacks,Store B,North
2014-11-03,43,903,1.49,2014,11,3,Monday,95.28571428571429,Personal Care,Store C,East
2014-11-04,34,869,1.49,2014,11,4,Tuesday,91.57142857142857,Beverages,Store B,North
2014-11-05,33,836,1.49,2014,11,5,Wednesday,87.57142857142857,Beverages,Store C,South
2014-11-06,37,799,1.49,2014,11,6,Thursday,81.28571428571429,Beverages,Store B,East
2014-11-07,82,717,1.49,2014,11,7,Friday,74.28571428571429,Beverages,Store C,South
2014-11-08,542,175,1.49,2014,11,8,Saturday,128.85714285714286,Snacks,Store A,East
2014-11-09,239,0,1.49,2014,11,9,Sunday,144.28571428571428,Beverages,Store C,North
2014-11-10,51,0,1.49,2014,11,10,Monday,145.42857142857142,Personal Care,Store C,South
2014-11-11,51,80,1.49,2014,11,11,Tuesday,147.85714285714286,Personal Care,Store C,South
2014-11-12,41,34,1.49,2014,11,12,Wednesday,149.0,Beverages,Store C,East
2014-11-13,1,33,1.49,2014,11,13,Thursday,143.85714285714286,Beverages,Store B,South
2014-11-14,0,33,1.49,2014,11,14,Friday,132.14285714285714,Personal Care,Store A,East
2014-11-15,1,32,1.49,2014,11,15,Saturday,54.857142857142854,Personal Care,Store C,East
2014-11-16,0,32,1.49,2014,11,16,Sunday,20.714285714285715,Snacks,Store B,East
2014-11-17,0,32,1.49,2014,11,17,Monday,13.428571428571429,Personal Care,Store A,East
2014-11-18,7,25,1.49,2014,11,18,Tuesday,7.142857142857143,Snacks,Store A,North
2014-11-19,1,24,1.49,2014,11,19,Wednesday,1.4285714285714286,Snacks,Store A,East
2014-11-20,4,20,1.29,2014,11,20,Thursday,1.8571428571428572,Snacks,Store A,South
2014-11-21,1,19,1.29,2014,11,21,Friday,2.0,Snacks,Store C,North
2014-11-22,1,18,1.29,2014,11,22,Saturday,2.0,Snacks,Store C,South
2014-11-23,2,16,1.29,2014,11,23,Sunday,2.2857142857142856,Beverages,Store B,North
2014-11-24,0,16,1.29,2014,11,24,Monday,2.2857142857142856,Personal Care,Store B,East
2014-11-25,0,16,1.29,2014,11,25,Tuesday,1.2857142857142858,Snacks,Store B,North
2014-11-26,0,16,1.29,2014,11,26,Wednesday,1.1428571428571428,Personal Care,Store A,North
2014-11-27,0,16,1.29,2014,11,27,Thursday,0.5714285714285714,Personal Care,Store A,South
2014-11-28,0,16,1.29,2014,11,28,Friday,0.42857142857142855,Snacks,Store C,South
2014-11-29,0,16,1.29,2014,11,29,Saturday,0.2857142857142857,Beverages,Store A,East
2014-11-30,0,16,1.29,2014,11,30,Sunday,0.0,Snacks,Store A,North
2014-12-01,0,16,1.29,2014,12,1,Monday,0.0,Beverages,Store A,North
2014-12-02,0,16,1.29,2014,12,2,Tuesday,0.0,Personal Care,Store B,North
2014-12-03,0,16,1.29,2014,12,3,Wednesday,0.0,Beverages,Store B,East
2014-12-04,0,16,1.29,2014,12,4,Thursday,0.0,Beverages,Store C,East
2014-12-05,0,16,1.49,2014,12,5,Friday,0.0,Beverages,Store A,East
2014-12-06,0,16,1.49,2014,12,6,Saturday,0.0,Personal Care,Store A,East
2014-12-07,0,16,1.49,2014,12,7,Sunday,0.0,Personal Care,Store C,East
2014-12-08,0,16,1.49,2014,12,8,Monday,0.0,Beverages,Store A,South
2014-12-09,0,16,1.49,2014,12,9,Tuesday,0.0,Beverages,Store A,North
2014-12-10,0,16,1.49,2014,12,10,Wednesday,0.0,Snacks,Store B,North
2014-12-11,0,16,1.49,2014,12,11,Thursday,0.0,Beverages,Store C,North
2014-12-12,0,16,1.49,2014,12,12,Friday,0.0,Snacks,Store C,North
2014-12-13,0,16,1.49,2014,12,13,Saturday,0.0,Beverages,Store C,North
2014-12-14,0,16,1.49,2014,12,14,Sunday,0.0,Snacks,Store C,North
2014-12-15,0,688,1.49,2014,12,15,Monday,0.0,Personal Care,Store B,North
2014-12-16,49,735,1.49,2014,12,16,Tuesday,7.0,Beverages,Store B,North
2014-12-17,157,578,1.29,2014,12,17,Wednesday,29.428571428571427,Beverages,Store A,South
2014-12-18,193,385,1.29,2014,12,18,Thursday,57.0,Beverages,Store A,North
2014-12-19,94,291,1.29,2014,12,19,Friday,70.42857142857143,Beverages,Store A,South
2014-12-20,135,156,1.29,2014,12,20,Saturday,89.71428571428571,Snacks,Store A,East
2014-12-21,118,38,1.29,2014,12,21,Sunday,106.57142857142857,Beverages,Store B,North
2014-12-22,18,116,1.29,2014,12,22,Monday,109.14285714285714,Personal Care,Store C,East
2014-12-23,0,116,1.29,2014,12,23,Tuesday,102.14285714285714,Personal Care,Store B,East
2014-12-24,14,102,1.29,2014,12,24,Wednesday,81.71428571428571,Beverages,Store A,East
2014-12-25,0,102,1.29,2014,12,25,Thursday,54.142857142857146,Personal Care,Store B,South
2014-12-26,20,82,1.29,2014,12,26,Friday,43.57142857142857,Beverages,Store C,East
2014-12-27,42,328,1.29,2014,12,27,Saturday,30.285714285714285,Beverages,Store C,East
2014-12-28,45,283,1.29,2014,12,28,Sunday,19.857142857142858,Personal Care,Store B,East
2014-12-29,55,612,1.29,2014,12,29,Monday,25.142857142857142,Beverages,Store B,North
2014-12-30,59,553,1.29,2014,12,30,Tuesday,33.57142857142857,Personal Care,Store B,North
2014-12-31,11,542,1.29,2014,12,31,Wednesday,33.142857142857146,Snacks,Store A,South
2015-01-01,0,542,1.29,2015,1,1,Thursday,33.142857142857146,Beverages,Store B,South
2015-01-02,77,561,1.29,2015,1,2,Friday,41.285714285714285,Snacks,Store B,North
2015-01-03,60,2229,1.29,2015,1,3,Saturday,43.857142857142854,Personal Care,Store B,South
2015-01-04,1,2228,1.29,2015,1,4,Sunday,37.57142857142857,Snacks,Store C,North
2015-01-05,69,2351,1.29,2015,1,5,Monday,39.57142857142857,Snacks,Store C,East
2015-01-06,98,2253,1.29,2015,1,6,Tuesday,45.142857142857146,Personal Care,Store A,East
2015-01-07,119,2134,1.29,2015,1,7,Wednesday,60.57142857142857,Snacks,Store A,South
2015-01-08,93,2137,1.29,2015,1,8,Thursday,73.85714285714286,Snacks,Store C,North
2015-01-09,92,2045,1.29,2015,1,9,Friday,76.0,Personal Care,Store C,North
2015-01-10,112,1933,1.29,2015,1,10,Saturday,83.42857142857143,Snacks,Store C,South
2015-01-11,96,1837,1.29,2015,1,11,Sunday,97.0,Personal Care,Store B,North
2015-01-12,93,1744,1.29,2015,1,12,Monday,100.42857142857143,Snacks,Store B,East
2015-01-13,65,1679,1.29,2015,1,13,Tuesday,95.71428571428571,Personal Care,Store C,South
2015-01-14,100,1581,1.29,2015,1,14,Wednesday,93.0,Personal Care,Store B,South
2015-01-15,51,1530,1.49,2015,1,15,Thursday,87.0,Snacks,Store B,North
2015-01-16,55,1475,1.49,2015,1,16,Friday,81.71428571428571,Snacks,Store A,South
2015-01-17,71,1403,1.49,2015,1,17,Saturday,75.85714285714286,Snacks,Store C,North
2015-01-18,57,1346,1.49,2015,1,18,Sunday,70.28571428571429,Beverages,Store C,North
2015-01-19,34,1312,1.49,2015,1,19,Monday,61.857142857142854,Beverages,Store B,North
2015-01-20,47,1265,1.49,2015,1,20,Tuesday,59.285714285714285,Beverages,Store C,North
2015-01-21,88,1177,1.29,2015,1,21,Wednesday,57.57142857142857,Personal Care,Store A,North
2015-01-22,51,1126,1.29,2015,1,22,Thursday,57.57142857142857,Snacks,Store A,South
2015-01-23,49,1076,1.29,2015,1,23,Friday,56.714285714285715,Personal Care,Store A,East
2015-01-24,110,966,1.29,2015,1,24,Saturday,62.285714285714285,Beverages,Store C,East
2015-01-25,30,936,1.29,2015,1,25,Sunday,58.42857142857143,Snacks,Store C,South
2015-01-26,59,877,1.29,2015,1,26,Monday,62.0,Personal Care,Store C,South
2015-01-27,97,780,1.29,2015,1,27,Tuesday,69.14285714285714,Snacks,Store C,East
2015-01-28,155,625,1.29,2015,1,28,Wednesday,78.71428571428571,Personal Care,Store C,East
2015-01-29,125,500,1.29,2015,1,29,Thursday,89.28571428571429,Snacks,Store A,East
2015-01-30,100,496,1.29,2015,1,30,Friday,96.57142857142857,Beverages,Store B,East
2015-01-31,211,285,1.29,2015,1,31,Saturday,111.0,Beverages,Store A,East
2015-02-01,88,197,1.29,2015,2,1,Sunday,119.28571428571429,Snacks,Store C,North
2015-02-02,114,467,1.29,2015,2,2,Monday,127.14285714285714,Personal Care,Store A,South
2015-02-03,89,570,1.29,2015,2,3,Tuesday,126.0,Beverages,Store C,North
2015-02-04,118,548,1.29,2015,2,4,Wednesday,120.71428571428571,Beverages,Store C,East
2015-02-05,84,1136,1.29,2015,2,5,Thursday,114.85714285714286,Beverages,Store A,East
2015-02-06,125,1299,1.29,2015,2,6,Friday,118.42857142857143,Snacks,Store C,East
2015-02-07,184,1211,1.04,2015,2,7,Saturday,114.57142857142857,Snacks,Store B,North
2015-02-08,107,1104,1.29,2015,2,8,Sunday,117.28571428571429,Personal Care,Store C,North
2015-02-09,70,1033,1.29,2015,2,9,Monday,111.0,Personal Care,Store B,East
2015-02-10,66,1063,1.29,2015,2,10,Tuesday,107.71428571428571,Personal Care,Store B,North
2015-02-11,89,974,1.29,2015,2,11,Wednesday,103.57142857142857,Snacks,Store C,North
2015-02-12,50,1116,2.84,2015,2,12,Thursday,98.71428571428571,Snacks,Store A,East
2015-02-13,20,1096,2.89,2015,2,13,Friday,83.71428571428571,Personal Care,Store B,North
2015-02-14,77,1019,2.89,2015,2,14,Saturday,68.42857142857143,Personal Care,Store A,South
2015-02-15,33,986,2.89,2015,2,15,Sunday,57.857142857142854,Snacks,Store B,South
2015-02-16,47,1035,2.89,2015,2,16,Monday,54.57142857142857,Personal Care,Store C,South
2015-02-17,35,1000,2.89,2015,2,17,Tuesday,50.142857142857146,Beverages,Store C,South
2015-02-18,60,1228,2.89,2015,2,18,Wednesday,46.0,Snacks,Store B,East
2015-02-19,31,1197,2.89,2015,2,19,Thursday,43.285714285714285,Personal Care,Store C,East
2015-02-20,35,1162,2.89,2015,2,20,Friday,45.42857142857143,Snacks,Store B,East
2015-02-21,80,1082,2.87,2015,2,21,Saturday,45.857142857142854,Beverages,Store C,South
2015-02-22,42,1039,2.89,2015,2,22,Sunday,47.142857142857146,Snacks,Store A,South
2015-02-23,23,1016,2.89,2015,2,23,Monday,43.714285714285715,Snacks,Store C,North
2015-02-24,19,997,2.89,2015,2,24,Tuesday,41.42857142857143,Snacks,Store A,North
2015-02-25,18,1075,2.89,2015,2,25,Wednesday,35.42857142857143,Snacks,Store C,South
2015-02-26,37,1134,2.89,2015,2,26,Thursday,36.285714285714285,Beverages,Store A,South
2015-02-27,50,1084,2.89,2015,2,27,Friday,38.42857142857143,Snacks,Store C,South
2015-02-28,127,957,2.89,2015,2,28,Saturday,45.142857142857146,Snacks,Store A,South
2015-03-01,123,834,2.89,2015,3,1,Sunday,56.714285714285715,Personal Care,Store B,North
2015-03-02,44,789,2.89,2015,3,2,Monday,59.714285714285715,Snacks,Store B,South
2015-03-03,22,767,2.89,2015,3,3,Tuesday,60.142857142857146,Personal Care,Store A,North
2015-03-04,31,736,2.89,2015,3,4,Wednesday,62.0,Beverages,Store C,South
2015-03-05,22,714,2.89,2015,3,5,Thursday,59.857142857142854,Beverages,Store A,South
2015-03-06,40,674,2.89,2015,3,6,Friday,58.42857142857143,Beverages,Store C,South
2015-03-07,62,612,2.89,2015,3,7,Saturday,49.142857142857146,Beverages,Store B,North
2015-03-08,59,553,2.89,2015,3,8,Sunday,40.0,Personal Care,Store C,North
2015-03-09,28,525,2.89,2015,3,9,Monday,37.714285714285715,Snacks,Store B,East
2015-03-10,68,458,1.49,2015,3,10,Tuesday,44.285714285714285,Beverages,Store C,South
2015-03-11,73,385,1.49,2015,3,11,Wednesday,50.285714285714285,Snacks,Store C,East
2015-03-12,87,298,1.49,2015,3,12,Thursday,59.57142857142857,Personal Care,Store C,East
2015-03-13,175,1878,1.29,2015,3,13,Friday,78.85714285714286,Personal Care,Store A,North
2015-03-14,300,1575,1.29,2015,3,14,Saturday,112.85714285714286,Personal Care,Store A,North
2015-03-15,196,1379,1.29,2015,3,15,Sunday,132.42857142857142,Beverages,Store B,East
2015-03-16,123,1256,1.29,2015,3,16,Monday,146.0,Snacks,Store B,South
2015-03-17,168,1088,1.29,2015,3,17,Tuesday,160.28571428571428,Snacks,Store A,North
2015-03-18,209,1263,1.29,2015,3,18,Wednesday,179.71428571428572,Snacks,Store B,South
2015-03-19,188,1075,1.29,2015,3,19,Thursday,194.14285714285714,Personal Care,Store A,South
2015-03-20,219,856,1.29,2015,3,20,Friday,200.42857142857142,Beverages,Store C,East
2015-03-21,381,475,1.29,2015,3,21,Saturday,212.0,Personal Care,Store B,East
2015-03-22,158,317,1.29,2015,3,22,Sunday,206.57142857142858,Personal Care,Store B,East
2015-03-23,12,304,1.49,2015,3,23,Monday,190.71428571428572,Snacks,Store A,East
2015-03-24,8,296,1.29,2015,3,24,Tuesday,167.85714285714286,Personal Care,Store B,North
2015-03-25,10,286,1.29,2015,3,25,Wednesday,139.42857142857142,Snacks,Store B,North
2015-03-26,88,774,1.29,2015,3,26,Thursday,125.14285714285714,Beverages,Store C,East
2015-03-27,196,770,1.29,2015,3,27,Friday,121.85714285714286,Snacks,Store B,North
2015-03-28,206,660,1.29,2015,3,28,Saturday,96.85714285714286,Beverages,Store C,East
2015-03-29,83,577,1.29,2015,3,29,Sunday,86.14285714285714,Snacks,Store A,South
2015-03-30,0,673,1.49,2015,3,30,Monday,84.42857142857143,Personal Care,Store B,South
2015-03-31,0,673,1.49,2015,3,31,Tuesday,83.28571428571429,Personal Care,Store C,South
2015-04-01,27,646,1.49,2015,4,1,Wednesday,85.71428571428571,Beverages,Store A,East
2015-04-02,27,1002,1.49,2015,4,2,Thursday,77.0,Beverages,Store B,South
2015-04-03,54,1044,1.49,2015,4,3,Friday,56.714285714285715,Beverages,Store A,North
2015-04-04,136,908,1.49,2015,4,4,Saturday,46.714285714285715,Snacks,Store B,South
2015-04-05,55,853,1.49,2015,4,5,Sunday,42.714285714285715,Snacks,Store A,South
2015-04-06,22,831,1.49,2015,4,6,Monday,45.857142857142854,Beverages,Store A,South
2015-04-07,30,801,1.49,2015,4,7,Tuesday,50.142857142857146,Personal Care,Store C,North
2015-04-08,30,771,1.49,2015,4,8,Wednesday,50.57142857142857,Snacks,Store A,East
2015-04-09,30,930,1.49,2015,4,9,Thursday,51.0,Snacks,Store B,North
2015-04-10,44,1078,1.49,2015,4,10,Friday,49.57142857142857,Snacks,Store B,East
2015-04-11,39,1423,1.49,2015,4,11,Saturday,35.714285714285715,Beverages,Store C,East
2015-04-12,57,1366,1.49,2015,4,12,Sunday,36.0,Beverages,Store B,South
2015-04-13,30,1336,1.49,2015,4,13,Monday,37.142857142857146,Beverages,Store B,East
2015-04-14,47,1385,1.49,2015,4,14,Tuesday,39.57142857142857,Beverages,Store B,North
2015-04-15,74,1311,1.49,2015,4,15,Wednesday,45.857142857142854,Beverages,Store A,North
2015-04-16,114,1196,1.3900000000000001,2015,4,16,Thursday,57.857142857142854,Personal Care,Store A,East
2015-04-17,40,1156,1.3900000000000001,2015,4,17,Friday,57.285714285714285,Personal Care,Store B,South
2015-04-18,62,1094,1.3900000000000001,2015,4,18,Saturday,60.57142857142857,Beverages,Store C,South
2015-04-19,62,1032,1.3900000000000001,2015,4,19,Sunday,61.285714285714285,Snacks,Store A,North
2015-04-20,135,897,1.3900000000000001,2015,4,20,Monday,76.28571428571429,Beverages,Store C,South
2015-04-21,175,722,1.3900000000000001,2015,4,21,Tuesday,94.57142857142857,Personal Care,Store B,East
2015-04-22,82,736,1.3900000000000001,2015,4,22,Wednesday,95.71428571428571,Personal Care,Store B,East
2015-04-23,62,674,1.4,2015,4,23,Thursday,88.28571428571429,Snacks,Store A,North
2015-04-24,88,586,1.4,2015,4,24,Friday,95.14285714285714,Personal Care,Store B,East
2015-04-25,152,434,1.4,2015,4,25,Saturday,108.0,Beverages,Store A,North
2015-04-26,64,370,1.4,2015,4,26,Sunday,108.28571428571429,Snacks,Store B,East
2015-04-27,67,591,1.4,2015,4,27,Monday,98.57142857142857,Beverages,Store B,North
2015-04-28,73,806,1.3900000000000001,2015,4,28,Tuesday,84.0,Beverages,Store A,South
2015-04-29,130,676,1.3900000000000001,2015,4,29,Wednesday,90.85714285714286,Snacks,Store A,East
2015-04-30,115,657,1.3900000000000001,2015,4,30,Thursday,98.42857142857143,Beverages,Store A,East
2015-05-01,260,397,1.3900000000000001,2015,5,1,Friday,123.0,Personal Care,Store B,North
2015-05-02,228,169,1.3900000000000001,2015,5,2,Saturday,133.85714285714286,Beverages,Store B,North
2015-05-03,120,49,1.3900000000000001,2015,5,3,Sunday,141.85714285714286,Snacks,Store C,East
2015-05-04,31,18,1.3900000000000001,2015,5,4,Monday,136.71428571428572,Snacks,Store A,North
2015-05-05,0,18,1.3900000000000001,2015,5,5,Tuesday,126.28571428571429,Snacks,Store B,East
2015-05-06,3,15,1.3900000000000001,2015,5,6,Wednesday,108.14285714285714,Beverages,Store B,South
2015-05-07,0,15,1.3900000000000001,2015,5,7,Thursday,91.71428571428571,Snacks,Store A,North
2015-05-08,0,15,1.3900000000000001,2015,5,8,Friday,54.57142857142857,Snacks,Store C,East
2015-05-09,0,15,0.0,2015,5,9,Saturday,22.0,Beverages,Store A,South
2015-05-10,0,15,1.49,2015,5,10,Sunday,4.857142857142857,Personal Care,Store C,South
2015-05-11,1,14,1.49,2015,5,11,Monday,0.5714285714285714,Beverages,Store B,East
2015-05-12,0,14,1.49,2015,5,12,Tuesday,0.5714285714285714,Snacks,Store C,North
2015-05-13,1,13,1.49,2015,5,13,Wednesday,0.2857142857142857,Snacks,Store B,East
2015-05-14,1,12,1.49,2015,5,14,Thursday,0.42857142857142855,Beverages,Store A,South
2015-05-15,1,10,1.49,2015,5,15,Friday,0.5714285714285714,Personal Care,Store A,East
2015-05-16,0,10,1.49,2015,5,16,Saturday,0.5714285714285714,Snacks,Store A,North
2015-05-17,0,10,1.49,2015,5,17,Sunday,0.5714285714285714,Snacks,Store C,South
2015-05-18,0,10,1.49,2015,5,18,Monday,0.42857142857142855,Snacks,Store B,East
2015-05-19,1,9,1.49,2015,5,19,Tuesday,0.5714285714285714,Beverages,Store A,North
2015-05-20,0,9,1.49,2015,5,20,Wednesday,0.42857142857142855,Snacks,Store A,South
2015-05-21,0,9,1.49,2015,5,21,Thursday,0.2857142857142857,Personal Care,Store B,North
2015-05-22,0,9,1.49,2015,5,22,Friday,0.14285714285714285,Snacks,Store A,South
2015-05-23,0,9,1.49,2015,5,23,Saturday,0.14285714285714285,Snacks,Store B,East
2015-05-24,0,9,1.49,2015,5,24,Sunday,0.14285714285714285,Personal Care,Store B,North
2015-05-25,0,9,1.3900000000000001,2015,5,25,Monday,0.14285714285714285,Snacks,Store B,South
2015-05-26,0,9,1.3900000000000001,2015,5,26,Tuesday,0.0,Beverages,Store B,North
2015-05-27,0,9,1.3900000000000001,2015,5,27,Wednesday,0.0,Beverages,Store B,North
2015-05-28,0,9,1.3900000000000001,2015,5,28,Thursday,0.0,Beverages,Store C,East
2015-05-29,0,9,1.3900000000000001,2015,5,29,Friday,0.0,Personal Care,Store A,North
2015-05-30,0,9,1.3900000000000001,2015,5,30,Saturday,0.0,Snacks,Store C,South
2015-05-31,0,9,1.3900000000000001,2015,5,31,Sunday,0.0,Beverages,Store A,South
2015-06-01,0,105,1.3900000000000001,2015,6,1,Monday,0.0,Personal Care,Store C,South
2015-06-02,0,105,1.3900000000000001,2015,6,2,Tuesday,0.0,Snacks,Store B,South
2015-06-03,0,105,1.3900000000000001,2015,6,3,Wednesday,0.0,Personal Care,Store A,East
2015-06-04,0,105,1.3900000000000001,2015,6,4,Thursday,0.0,Beverages,Store A,North
2015-06-05,168,1377,1.3900000000000001,2015,6,5,Friday,24.0,Beverages,Store C,East
2015-06-06,201,1176,1.2,2015,6,6,Saturday,52.714285714285715,Beverages,Store C,North
2015-06-07,147,1029,1.19,2015,6,7,Sunday,73.71428571428571,Personal Care,Store A,North
2015-06-08,119,910,1.19,2015,6,8,Monday,90.71428571428571,Personal Care,Store C,North
2015-06-09,122,788,1.19,2015,6,9,Tuesday,108.14285714285714,Beverages,Store C,East
2015-06-10,149,639,1.19,2015,6,10,Wednesday,129.42857142857142,Personal Care,Store C,North
2015-06-11,111,720,1.19,2015,6,11,Thursday,145.28571428571428,Beverages,Store B,East
2015-06-12,95,721,1.19,2015,6,12,Friday,134.85714285714286,Beverages,Store B,South
2015-06-13,237,675,1.19,2015,6,13,Saturday,140.0,Snacks,Store C,South
2015-06-14,110,565,1.19,2015,6,14,Sunday,134.71428571428572,Personal Care,Store C,North
2015-06-15,104,653,1.19,2015,6,15,Monday,132.57142857142858,Beverages,Store B,East
2015-06-16,61,592,1.19,2015,6,16,Tuesday,123.85714285714286,Beverages,Store B,South
2015-06-17,40,1127,1.29,2015,6,17,Wednesday,108.28571428571429,Personal Care,Store A,East
2015-06-18,114,1301,1.29,2015,6,18,Thursday,108.71428571428571,Snacks,Store A,East
2015-06-19,129,1172,1.29,2015,6,19,Friday,113.57142857142857,Snacks,Store B,North
2015-06-20,111,1061,1.29,2015,6,20,Saturday,95.57142857142857,Beverages,Store C,South
2015-06-21,146,915,1.29,2015,6,21,Sunday,100.71428571428571,Personal Care,Store C,North
2015-06-22,57,858,1.49,2015,6,22,Monday,94.0,Snacks,Store C,North
2015-06-23,19,839,1.49,2015,6,23,Tuesday,88.0,Personal Care,Store C,South
2015-06-24,27,1291,1.49,2015,6,24,Wednesday,86.14285714285714,Personal Care,Store A,South
2015-06-25,62,1229,1.49,2015,6,25,Thursday,78.71428571428571,Beverages,Store B,East
2015-06-26,95,1902,1.49,2015,6,26,Friday,73.85714285714286,Snacks,Store C,South
2015-06-27,183,1719,1.3900000000000001,2015,6,27,Saturday,84.14285714285714,Beverages,Store A,East
2015-06-28,94,1624,1.3900000000000001,2015,6,28,Sunday,76.71428571428571,Snacks,Store C,East
2015-06-29,116,1606,1.3900000000000001,2015,6,29,Monday,85.14285714285714,Snacks,Store B,East
2015-06-30,63,1543,1.3900000000000001,2015,6,30,Tuesday,91.42857142857143,Snacks,Store A,South
2015-07-01,147,1396,1.3900000000000001,2015,7,1,Wednesday,108.57142857142857,Snacks,Store B,North
2015-07-02,101,1295,1.3900000000000001,2015,7,2,Thursday,114.14285714285714,Snacks,Store B,East
2015-07-03,248,1047,1.29,2015,7,3,Friday,136.0,Personal Care,Store A,North
2015-07-04,142,905,1.29,2015,7,4,Saturday,130.14285714285714,Beverages,Store A,North
2015-07-05,186,719,1.29,2015,7,5,Sunday,143.28571428571428,Personal Care,Store A,South
2015-07-06,109,898,1.29,2015,7,6,Monday,142.28571428571428,Snacks,Store A,North
2015-07-07,228,957,1.29,2015,7,7,Tuesday,165.85714285714286,Beverages,Store A,North
2015-07-08,66,1083,1.29,2015,7,8,Wednesday,154.28571428571428,Snacks,Store A,South
2015-07-09,182,901,1.29,2015,7,9,Thursday,165.85714285714286,Beverages,Store A,East
2015-07-10,1,996,1.29,2015,7,10,Friday,130.57142857142858,Personal Care,Store C,North
2015-07-11,64,1124,1.29,2015,7,11,Saturday,119.42857142857143,Beverages,Store B,South
2015-07-12,118,1006,1.29,2015,7,12,Sunday,109.71428571428571,Beverages,Store A,North
2015-07-13,55,950,1.29,2015,7,13,Monday,102.0,Beverages,Store C,North
2015-07-14,43,907,1.27,2015,7,14,Tuesday,75.57142857142857,Beverages,Store C,East
2015-07-15,95,812,1.28,2015,7,15,Wednesday,79.71428571428571,Beverages,Store C,North
2015-07-16,54,758,1.28,2015,7,16,Thursday,61.42857142857143,Snacks,Store B,South
2015-07-17,85,673,1.28,2015,7,17,Friday,73.42857142857143,Beverages,Store A,North
2015-07-18,92,869,1.27,2015,7,18,Saturday,77.42857142857143,Beverages,Store C,East
2015-07-19,61,808,1.28,2015,7,19,Sunday,69.28571428571429,Personal Care,Store B,East
2015-07-20,111,697,1.27,2015,7,20,Monday,77.28571428571429,Beverages,Store B,South
2015-07-21,7,1170,1.28,2015,7,21,Tuesday,72.14285714285714,Personal Care,Store B,East
2015-07-22,4,1262,1.28,2015,7,22,Wednesday,59.142857142857146,Snacks,Store C,North
2015-07-23,66,1292,1.27,2015,7,23,Thursday,60.857142857142854,Beverages,Store A,East
2015-07-24,95,1197,1.28,2015,7,24,Friday,62.285714285714285,Personal Care,Store C,South
2015-07-25,190,1103,1.27,2015,7,25,Saturday,76.28571428571429,Personal Care,Store C,East
2015-07-26,60,1043,1.28,2015,7,26,Sunday,76.14285714285714,Snacks,Store A,East
2015-07-27,42,1097,1.27,2015,7,27,Monday,66.28571428571429,Beverages,Store A,East
2015-07-28,79,1306,1.27,2015,7,28,Tuesday,76.57142857142857,Beverages,Store A,South
2015-07-29,109,1581,1.27,2015,7,29,Wednesday,91.57142857142857,Personal Care,Store B,East
2015-07-30,165,1416,1.28,2015,7,30,Thursday,105.71428571428571,Beverages,Store A,East
2015-07-31,99,1317,1.27,2015,7,31,Friday,106.28571428571429,Personal Care,Store C,North
2015-08-01,233,1084,1.48,2015,8,1,Saturday,112.42857142857143,Beverages,Store A,South
2015-08-02,16,1067,1.48,2015,8,2,Sunday,106.14285714285714,Personal Care,Store C,East
2015-08-03,2,1065,1.46,2015,8,3,Monday,100.42857142857143,Beverages,Store B,South
2015-08-04,5,1060,1.47,2015,8,4,Tuesday,89.85714285714286,Snacks,Store C,East
2015-08-05,22,1038,1.48,2015,8,5,Wednesday,77.42857142857143,Beverages,Store C,East
2015-08-06,8,1030,1.49,2015,8,6,Thursday,55.0,Beverages,Store A,East
2015-08-07,65,321,1.48,2015,8,7,Friday,50.142857142857146,Snacks,Store A,North
2015-08-08,157,451,1.48,2015,8,8,Saturday,39.285714285714285,Beverages,Store C,North
2015-08-09,65,386,1.48,2015,8,9,Sunday,46.285714285714285,Snacks,Store A,North
2015-08-10,90,296,1.48,2015,8,10,Monday,58.857142857142854,Beverages,Store B,South
2015-08-11,3,1157,1.18,2015,8,11,Tuesday,58.57142857142857,Personal Care,Store B,South
2015-08-12,5,1152,1.18,2015,8,12,Wednesday,56.142857142857146,Personal Care,Store A,North
2015-08-13,1,2015,1.19,2015,8,13,Thursday,55.142857142857146,Beverages,Store B,South
2015-08-14,65,2046,1.18,2015,8,14,Friday,55.142857142857146,Beverages,Store A,East
2015-08-15,235,1811,1.17,2015,8,15,Saturday,66.28571428571429,Beverages,Store C,East
2015-08-16,76,1735,1.18,2015,8,16,Sunday,67.85714285714286,Personal Care,Store C,East
2015-08-17,2,1733,1.19,2015,8,17,Monday,55.285714285714285,Beverages,Store B,North
2015-08-18,101,1632,1.18,2015,8,18,Tuesday,69.28571428571429,Personal Care,Store A,South
2015-08-19,162,1470,1.17,2015,8,19,Wednesday,91.71428571428571,Snacks,Store A,North
2015-08-20,25,1446,1.17,2015,8,20,Thursday,95.14285714285714,Personal Care,Store B,South
2015-08-21,4,1442,1.16,2015,8,21,Friday,86.42857142857143,Personal Care,Store C,East
2015-08-22,1,1441,1.19,2015,8,22,Saturday,53.0,Snacks,Store B,North
2015-08-23,75,1366,1.17,2015,8,23,Sunday,52.857142857142854,Personal Care,Store C,South
2015-08-24,32,1334,1.18,2015,8,24,Monday,57.142857142857146,Beverages,Store A,South
2015-08-25,76,1258,1.18,2015,8,25,Tuesday,53.57142857142857,Beverages,Store C,East
2015-08-26,6,1252,1.17,2015,8,26,Wednesday,31.285714285714285,Personal Care,Store B,North
